1;172705;3.865000;108.879997;964.148987;960.283997
2;31409;2.242000;107.309998;942.931030;940.689026
3;200110;9.865000;101.580002;877.786011;867.921021
4;32430;3.149000;66.830002;826.698975;823.549988
5;30644;90.222000;496.279999;902.333984;812.112000
6;59689;1.918000;73.769997;806.265991;804.348022
7;286095;56.715000;455.790009;854.859985;798.145020
8;12167;32.462002;431.339996;830.208984;797.747009
9;180463;2.923000;67.120003;800.070984;797.148010
10;48290;47.926998;445.730011;843.538025;795.611023
11;235046;75.334999;472.320007;869.304993;793.969971
12;21460;3.445000;114.980003;793.896973;790.452026
13;262737;4.974000;79.519997;795.260010;790.286011
14;158585;3.168000;81.900002;786.901978;783.734009
15;986;33.053001;422.079987;811.098022;778.044983
16;12157;2.229000;73.980003;777.966003;775.737000
17;115415;21.164000;407.279999;793.403992;772.239990
18;274502;1.991000;60.209999;770.591003;768.599976
19;164469;35.820000;418.279999;800.731995;764.911987
20;299333;1.844000;52.619999;765.979980;764.135986
21;167454;1.594000;53.259998;765.392029;763.797974
22;294090;1.527000;67.180000;764.793030;763.265991
23;224254;1.717000;41.400002;764.737000;763.020020
24;25792;22.589001;104.470001;782.940002;760.351013
25;105810;3.102000;70.449997;763.385010;760.283020
26;125473;72.009003;451.649994;831.296021;759.286987
27;192568;210.725998;590.010010;969.297974;758.572021
28;290146;81.182999;458.190002;835.192993;754.010010
29;245861;90.010002;466.730011;843.442993;753.432983
30;41318;120.329002;496.109985;871.885986;751.557007
31;75007;98.821999;474.420013;850.015991;751.193970
32;297439;23.700001;398.619995;773.536987;749.836975
33;132093;12.698000;142.449997;759.916016;747.218018
34;169512;3.651000;111.820000;748.312988;744.661987
35;142350;64.982002;435.839996;806.706970;741.724976
36;39164;2.439000;60.369999;739.393982;736.955017
37;209123;2.205000;72.139999;739.140991;736.935974
38;172652;106.244003;470.160004;834.078979;727.835022
39;181963;2.651000;47.950001;728.742004;726.091003
40;18605;4.004000;71.669998;729.921021;725.916992
41;74144;97.219002;458.799988;820.390991;723.171997
42;110567;73.783997;434.690002;795.599976;721.815979
43;127819;92.439003;453.040009;813.645020;721.205994
44;113502;3.010000;78.970001;723.513000;720.502991
45;233969;3.794000;66.190002;723.768005;719.973999
46;226944;2.379000;51.930000;722.146973;719.768005
47;73697;3.826000;65.230003;723.130005;719.304016
48;147623;59.084999;418.019989;776.952026;717.867004
49;165538;91.411003;450.190002;808.963013;717.552002
50;95796;11.419000;116.050003;728.731995;717.312988
